8.441919264885896444e+07 1.273402513175275530e+01 1.731272365195811744e+03 2.111562630692055210e+29 1.205252911095726735e+21 4.340619698517248800e+16 3.897548418002568568e-04 9.901532197032599449e+08 7.439003162736146895e-07
8.655093408761271834e+07 9.953317785788732053e+00 1.713879306151934770e+03 2.274395391040027157e+29 2.405067761299080872e+21 2.693016585144244000e+16 3.153333404673624714e-04 6.900503446974695921e+08 4.588170636619144940e-07
8.863120817969445884e+07 7.668624992076837898e+00 1.646160089733697987e+03 2.441211112571589349e+29 4.403869763881702785e+21 1.782635627161551200e+16 1.932479750305201238e-04 4.684068352642248869e+08 2.430725824360531581e-07
9.065753871968325973e+07 6.652741223368491497e+00 1.684535261362707843e+03 2.611916852397622171e+29 7.547421167651659973e+21 1.239883147948604400e+16 2.212965660967528925e-04 3.866617793063193560e+08 2.098789566454389424e-07
9.263942987413673103e+07 5.783241870039113053e+00 1.704844058275265070e+03 2.786426128078769931e+29 1.227203977447014295e+22 8.967044587486659000e+15 2.297703389269688376e-04 3.196499241816790700e+08 1.737450588473633665e-07
9.457520424330876768e+07 5.616532829803785987e+00 1.839114133877019412e+03 2.964657560553856746e+29 1.911677180744867565e+22 6.693022542853564000e+15 4.451724663844475269e-04 3.172884468411698341e+08 2.312944806117581912e-07
9.647429924100880325e+07 5.190099603142347640e+00 1.903423270362405674e+03 3.146535342335913337e+29 2.873604102681124038e+22 5.127435920921225000e+15 5.807574191219615255e-04 2.894266975500750542e+08 2.358063577186961121e-07
9.834113913034549356e+07 4.283675723312898143e+00 1.814365747366226515e+03 3.331987617585071913e+29 4.191275533732909207e+22 4.014767272872654500e+15 3.451578222894988775e-04 2.183671496528438628e+08 1.377978238279493684e-07
1.001678889989948571e+08 4.075735974112209448e+00 1.890176356352806579e+03 3.520947011358728511e+29 5.957185990216954937e+22 3.202474325118929500e+15 4.846604344021565917e-04 2.085164679529658556e+08 1.524466184960923270e-07
1.019618212803930491e+08 3.895575272920684284e+00 1.965060471832941175e+03 3.713349461416274820e+29 8.279431849284701100e+22 2.595690256601862500e+15 6.685522841332819984e-04 2.003643557416425943e+08 1.685626733739805347e-07
1.055760950613024682e+08 3.236391004060036103e+00 1.916190822403000766e+03 3.917681738665106304e+29 1.074773744736980802e+23 1.992002848769707500e+15 4.883663404355169683e-04 1.550596584762738347e+08 1.127840134950850470e-07
1.110620867105232775e+08 2.793397051243016183e+00 1.966120506166666246e+03 4.147786127365650278e+29 1.318948763170016319e+23 1.459787131665237500e+15 5.705275964353773589e-04 1.300789085635265708e+08 1.030568566741654222e-07
1.173115874766958207e+08 2.375300991307704113e+00 2.002235948298981612e+03 4.406384935971725882e+29 1.587640848350909877e+23 1.070166416723620000e+15 6.188684761739117815e-04 1.069972670087764859e+08 8.941687819916282386e-08
1.261395197985765338e+08 1.885181277832566726e+00 1.999739578731801203e+03 4.723356375652243409e+29 1.821854995044392459e+23 7.481437275917691250e+14 5.463427810749577583e-04 8.010360481975272298e+07 6.479503273077509689e-08
1.319027787306906730e+08 1.685871142528599487e+00 2.050438032146330897e+03 5.023673017593611320e+29 2.212928063629731027e+23 5.837142080898368750e+14 6.453498252316804389e-04 7.097279828724445403e+07 6.263002710691671159e-08
1.406418472502237558e+08 1.397783438941283096e+00 2.059447725553917280e+03 5.396641251208682729e+29 2.560778053130589370e+23 4.312534467264467500e+14 6.118823468234695822e-04 5.671139512679234892e+07 4.981399335635012224e-08
