1.576951258659848869e+08 1.787202296396480428e+00 1.722802764604115509e+03 1.945943349945243403e+29 1.570387353015105146e+23 2.937403507852594500e+15 1.407268347905686287e-04 6.822341226471102238e+07 5.013783419507265605e-05
1.911670623208551109e+08 1.019566344256948254e+00 1.762830606206704488e+03 2.406739210717248173e+29 2.499149798937186764e+23 1.160861513130825250e+15 1.307371130665014388e-04 3.483124203494518995e+07 2.628686563107941209e-05
2.247186174111192822e+08 6.696480824402654131e-01 1.825527687939470070e+03 2.976017960519134637e+29 4.014379737262103714e+23 5.554559333138370625e+14 1.450556323179890653e-04 2.180754928914685920e+07 1.802039999592661292e-05
2.569777941285015047e+08 4.945140007727029108e-01 1.922363483866836987e+03 3.628437409346649714e+29 6.392964891191005812e+23 3.054678323869295000e+14 1.981774480154740677e-04 1.607253888175301813e+07 1.580264458544540927e-05
2.964550953065662980e+08 3.507087610226345964e-01 1.972470062636311923e+03 4.451092873142841267e+29 9.552576838638540224e+23 1.704571312505285625e+14 2.103096815890665946e-04 1.119383814591502398e+07 1.172444009457548593e-05
3.354145656345924139e+08 2.675960080874019154e-01 2.045569267990478011e+03 5.372722100476365342e+29 1.407129259086697948e+24 1.034968214105875469e+14 2.545660281878015007e-04 8.590974992284784093e+06 1.010692913952909372e-05
3.763049227076286674e+08 2.096554516309274974e-01 2.118803313613683713e+03 6.424170348141331604e+29 2.017920224369376185e+24 6.575198212804554688e+13 3.087564336788637992e-04 6.811300481622120366e+06 8.988641399319970658e-06
4.158034491117547154e+08 1.708505877176342558e-01 2.193509906289313676e+03 7.559709364689665720e+29 2.853105518236306437e+24 4.425448199703082031e+13 3.799350660983485560e-04 5.648976438172905706e+06 8.371569586192020702e-06
4.999647239943273664e+08 1.077721038260877479e-01 2.299044227608118490e+03 9.874605399028983951e+29 5.010101048973139615e+24 2.110679008100998438e+13 4.595285916772681701e-04 3.631949032738420647e+06 5.811926502557915185e-06
5.642891592083162069e+08 7.337706901027193918e-02 2.417714752479553226e+03 1.135205094531092063e+30 7.719283014168004209e+24 1.219956135932106445e+13 5.940789665457493068e-04 2.554713809808206279e+06 4.197432667678257244e-06
6.256533610267987251e+08 4.951432946948376018e-02 2.528453843921208772e+03 1.253807057553400110e+30 1.135873737364040011e+25 7.692171788888756836e+12 7.273997853426111392e-04 1.779072925345516531e+06 2.810534046769938199e-06
6.778395364582566023e+08 3.544732874665602190e-02 2.656726505996300148e+03 1.354416600629948444e+30 1.627777488789564256e+25 5.455365996825609375e+12 9.543469010772626234e-04 1.326382581343691563e+06 2.060855661369686712e-06
7.333287378786934614e+08 2.411042153676249897e-02 2.767611704619364900e+03 1.448805477349268918e+30 2.284162962710080697e+25 4.080146359036814941e+12 1.131233974130734128e-03 9.329061929547745967e+05 1.314216793809770365e-06
7.848515572709113359e+08 1.676855109002474767e-02 2.899355881556416989e+03 1.537536206625419713e+30 3.146740194843360702e+25 3.279409776526233398e+12 1.421296936250384139e-03 6.760680294432711089e+05 8.770242297546752697e-07
8.180528110786790848e+08 1.334148935539503956e-02 3.031453798416140671e+03 1.621961914343853009e+30 4.264417807652622901e+25 2.827985494193204102e+12 1.867675809253867758e-03 5.607842178461411968e+05 7.207995176511449222e-07
8.634564818781749010e+08 9.343776600179602015e-03 3.153752865168860808e+03 1.706341694621522182e+30 5.694172261355479298e+25 2.453150128948324219e+12 2.208060688840729219e-03 4.072809513420332223e+05 4.613980929057291570e-07
8.546246585852462053e+08 1.006839757689234095e-02 3.167709041050095493e+03 1.787247638369935536e+30 7.501892868323678057e+25 2.272395182149807617e+12 2.372866593659263626e-03 4.410146799134634202e+05 5.341854445626028151e-07
8.415185722887754440e+08 1.109265029767031799e-02 3.153386473230117645e+03 1.867741109990255034e+30 9.763372203089761860e+25 2.126727534571900635e+12 2.389842203357304615e-03 4.840473518373076804e+05 6.173709888564310021e-07
8.514608403481099606e+08 1.029331405536600477e-02 3.204779632354491241e+03 1.949978131756023738e+30 1.256522261856997813e+26 1.945042867881903076e+12 2.641841817460598586e-03 4.561576950167879695e+05 5.805930791351386920e-07
8.954959660078833103e+08 7.298057770692919360e-03 3.353138655971376011e+03 2.034164142669619804e+30 1.600582209068410574e+26 1.733733893021295898e+12 3.276440444065198063e-03 3.375322247970224125e+05 3.868897934255373179e-07
9.103309382936043739e+08 6.429985252484972207e-03 3.406202430760723018e+03 2.116551798418333817e+30 2.019631066584200878e+26 1.596720283591918457e+12 3.515207467983205800e-03 3.018581999092057231e+05 3.304758584608033819e-07
8.569095225920664072e+08 9.808333037742611796e-03 3.272911952862208636e+03 2.195278271374430108e+30 2.526168753126721103e+26 1.559173977998881836e+12 3.074228437521064547e-03 4.436625800229632296e+05 5.808138930860821695e-07
8.646516995187476873e+08 9.213955658470466756e-03 3.306214271843063671e+03 2.277668960244986250e+30 3.134201910358050937e+26 1.446567625286337158e+12 3.246070261685401852e-03 4.208042643793002353e+05 5.434229574686560352e-07
8.753614860123013258e+08 8.508111153048416447e-03 3.360608166194614114e+03 2.360335651184429650e+30 3.859333603966024732e+26 1.341804325675195068e+12 3.574831245817968080e-03 3.947079964385070489e+05 5.069347408191076368e-07
8.863454201634482145e+08 7.767600800015819588e-03 3.396799192877906080e+03 2.443049011837380607e+30 4.718896875660060996e+26 1.248099872294651123e+12 3.741233263496991646e-03 3.640113649746532901e+05 4.521667902185591248e-07
8.603224498699954748e+08 9.391444065454864279e-03 3.325171664074763612e+03 2.522959673074815245e+30 5.732065471624829715e+26 1.207107004574130615e+12 3.429995864221700198e-03 4.313984539348490653e+05 5.718510328727997029e-07
8.668164754160419703e+08 8.895118426306294554e-03 3.348711238737655094e+03 2.605580342428146137e+30 6.920010791565999462e+26 1.130702998670420898e+12 3.543933195261971068e-03 4.113248043385177734e+05 5.356830988027480577e-07
8.809284469319574833e+08 8.041460409012440511e-03 3.418614439796048828e+03 2.688910644439914961e+30 8.305987463038263481e+26 1.053076206142220581e+12 3.998728762573944967e-03 3.793183937781499699e+05 4.911237967905276693e-07
8.723784817743088007e+08 8.497797247031745396e-03 3.390847064167226108e+03 2.770337170129870657e+30 9.915480072786616169e+26 1.005959711412222900e+12 3.839575711464862737e-03 3.977423731172409607e+05 5.205887643586965838e-07
8.671559514782623053e+08 8.960424920080570579e-03 3.426245162132496716e+03 2.852020606878619069e+30 1.177636346814025158e+27 9.597454721748203125e+11 4.268609708412798506e-03 4.238684916266862419e+05 5.961626062736173602e-07
9.173538453173563480e+08 6.099023766980459470e-03 3.592552569123928151e+03 2.938316644640901117e+30 1.391903976877423128e+27 8.705042507927253418e+11 5.225141360213008714e-03 3.017986594891339191e+05 3.736339335747359597e-07
9.589022789973093271e+08 4.340206086086360361e-03 3.759905470744557533e+03 3.022627284538758727e+30 1.637650011718552401e+27 8.087060498574371338e+11 6.379374018282414800e-03 2.244130234071590239e+05 2.480370011705828169e-07
8.771534974013347626e+08 8.216220879010161307e-03 3.475098357999139807e+03 3.100051077278873874e+30 1.918454245644544762e+27 8.166402804439100342e+11 4.593275225462802036e-03 3.939585591940016602e+05 5.427541808761278228e-07
9.406303849517141581e+08 5.059624645811010117e-03 3.712332854551688342e+03 3.187187896291309611e+30 2.238199254868025717e+27 7.398109904682708740e+11 6.184452616684989537e-03 2.584615269054955279e+05 3.082489483098832115e-07
9.395481517839514017e+08 5.095623052875230749e-03 3.715157818889729242e+03 3.269840466757534089e+30 2.601057086826611461e+27 7.062699926185968018e+11 6.237404776474506432e-03 2.605044401696313289e+05 3.128823777106806273e-07
8.941158093186584711e+08 7.156681146990970417e-03 3.541681583890883758e+03 3.349399433711618863e+30 3.011525402807343544e+27 6.982474283874357910e+11 5.014071931726852074e-03 3.494202721732156351e+05 4.616239146225544831e-07
9.080623982947906256e+08 6.525829445820187542e-03 3.629917064860858318e+03 3.433350289663673230e+30 3.474434411799265153e+27 6.596440503708135986e+11 5.813536528987906654e-03 3.263540206167721190e+05 4.368466357140381537e-07
8.985271989399203062e+08 6.914398019957111903e-03 3.577869167630317861e+03 3.515301830733579769e+30 3.994938407207736218e+27 6.370604283800103760e+11 5.340980232962613990e-03 3.409565305492824991e+05 4.532192958115493754e-07
9.115325820743556023e+08 6.327760097015581314e-03 3.653686781864540990e+03 3.599334522111797203e+30 4.578538094660908990e+27 6.036402140762113037e+11 6.026144977151842719e-03 3.184619422287626076e+05 4.248239793166050300e-07
9.475613289688820839e+08 4.753364259624528847e-03 3.778784875197574365e+03 3.684752363492793215e+30 5.231062138805525991e+27 5.647829345425932617e+11 6.864006682971171558e-03 2.470817926105020160e+05 2.963909133790892769e-07
9.308111339759680033e+08 5.491121563536942654e-03 3.754384280492487960e+03 3.766834998038434969e+30 5.958619995455479126e+27 5.478226663155665894e+11 6.940455427411827173e-03 2.837529536567694740e+05 3.719114155198545045e-07
8.954414699719612598e+08 7.096394297286024583e-03 3.618381599020436170e+03 3.843233576816726504e+30 6.731458373775455060e+27 5.467647905899993286e+11 5.877968212000878566e-03 3.539089578951766598e+05 4.959600675511040740e-07
9.279927143547871113e+08 5.536904854364961201e-03 3.721866969844181767e+03 3.920579214715807080e+30 7.522183555379586449e+27 5.185841350656966553e+11 6.538229051187944077e-03 2.836649624900687486e+05 3.629994785209294120e-07
9.304927970975447893e+08 5.522647738995238587e-03 3.774641715524442589e+03 3.991289907349505445e+30 8.335465544874206259e+27 5.070923677218273315e+11 7.229416607515578436e-03 2.869192147401159164e+05 3.841165499505519701e-07
